index,name,activity,celebrity_indice,phone_number,web_site,adresse
15,Djooman Côte d'Ivoire,Entreprise de construction,"4,8 (5)",+225 01 52 18 1825,http://www.djooman.net/,Ave 05505081 Ilot 80 Lot 1016 BONOUMIN 08 BP 1693 ABIDJAN 08
16,Entreprise de Service et de Construction,Entreprise de construction,N/A N/A,+225 27 22 4 97447,http://www.ecsbatiment.com/,"01 BP 10619 ABIDJAN, 01"
17,GEBAT,Entreprise de construction,"3,8 (40)",+225 27 22 5 23423,https://www.gebat-sa.com/,"06 BP 235 Abidjan 06, II Plateaux 7 ème tranche"
18,Entreprise Baron,Constructeur immobilier,N/A N/A,+225 07 89 16 1610,http://www.entreprisebaron.com/,"10 BP 605 ABJ 10 Abidjan, Riviera Bonoumin, face à cité Abri 2000"
19,AFMEPCI industrie SARL,Entreprise de construction,"3,5 (4)",https://www.google.com/maps/place/AFMEPCI+industrie+SARL/data=!4m7!3m6!1s0xfc1efe4eaf80d51:0x55c4843741ebef9a!8m2!3d5.2940108!4d-3.9727861!16s%2Fg%2F11n04rqpbb!19sChIJUQ346uTvwQ8Rmu_rQTeExFU?authuser=0&hl=fr&rclk=1,N/A,"72VG+JV4, Unnamed Road"
20,tml entreprise,Entreprise de construction,N/A N/A,+225 08501804,N/A,06 BP 872 Abidjan 06
21,ASTRECOM,Entreprise de construction,"5,0 (1)",+225 07 02 66 3652,N/A,"92X7+2G2, Angré"
22,opportunite service,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/opportunite+service/data=!4m7!3m6!1s0xfc1eb9328c20dd9:0xc956ede7adc587e!8m2!3d5.3599517!4d-4.0082563!16s%2Fg%2F11qkqvqrqn!19sChIJ2Q3CKJPrwQ8Rfljcet5ulQw?authuser=0&hl=fr&rclk=1,N/A,28 BP 1466 Abidjan 28
23,GCI-BTP,Entreprise de construction,N/A N/A,+225 01 02 32 9995,N/A,"BP2034 Abidjan 01 Abidjan,2plateaux"
24,BETECO,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/BETECO/data=!4m7!3m6!1s0xfc1eb65e6ccf9ef:0xedc72b9e798563e!8m2!3d5.3599517!4d-4.0082563!16s%2Fg%2F11tmznzpjn!19sChIJ7_nM5mXrwQ8RPlaY57ly3A4?authuser=0&hl=fr&rclk=1,N/A,23 BP 1068
25,Entreprise NOAH,Constructeur immobilier,"4,3 (15)",+225 30633981,N/A,9296+M47
26,OIMECO-CI,,N/A N/A,+225 27 21 2 61715,N/A,11 BP 2397 Abidjan 11
27,EKDS NOUVELLE,Entreprise de construction,"4,5 (21)",+225 25 22 0 17200,http://www.ekdsnouvelle.com/,Rue J50
28,(NON STOP CONSTRUCTION INTERNATIONAL) NSCI,Entreprise de construction,N/A N/A,+225 07 47 79 2996,N/A,00225
29,GLORY IMPACT GROUP - Côte d'Ivoire,Entreprise de construction,"4,1 (30)",+225 27 22 4 21406,http://www.gloryimpactgroup.org/,09 BP 4080 ABIDJAN 09
30,Sifacome,,N/A N/A,+225 07 88 33 5300,http://www.sifacome.com/,00225
31,GROUPE GAEL ENTREPRISE,Entreprise de construction,"4,3 (4)",+225 27 23 4 51615,https://groupe-gael-entreprise.business.site/?utm_source=gmb&utm_medium=referral,9W58+98 Abidjan
32,GROUPE JERONATIONS ENTREPRISES SARL,Siège social,N/A N/A,+225 21265248,N/A,"8239+52W, Marcory Potopoto"
33,Beho Entreprise,Constructeur immobilier,N/A N/A,+225 01 73 73 7362,N/A,+225 01 73 73 7362
34,SG INNOVATION ET SERVICES,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/SG+INNOVATION+ET+SERVICES/data=!4m7!3m6!1s0xfc1959a6edb67b9:0xd0c4cebf686f26a1!8m2!3d5.4339472!4d-4.0208482!16s%2Fg%2F11td0v8nqz!19sChIJuWfbbpqVwQ8RoSZvaL_OxNA?authuser=0&hl=fr&rclk=1,N/A,CXMH+HMC
35,LES ENTREPRISES SIMS,Service de transport,N/A N/A,+225 05 74 73 9064,N/A,"23, 23 BP 935 Abidjan"
36,Sedeun Construction ---,Entreprise de construction,"4,0 (3)",+225 03483913,N/A,C2G8+V4R
37,Zahlia Entreprise,Entreprise de construction,N/A N/A,+225 01 01 83 8325,N/A,"92XC+JR3, Angré"
38,ITA SARL,Entreprise de construction,"4,6 (13)",+225 27 22 4 47777,http://www.itasarl.com/,"8XVV+JG6, Rue Pitot"
39,Luxe Préfabrication de Maison,Entreprise de construction,N/A N/A,+225 07 07 51 6972,N/A,Bp 1903
40,EICS - Entreprise Ivoirienne de Construction et de Services,Promoteur immobilier,"3,3 (33)",+225 27 22 4 19025,N/A,"Pont Soro, Cocody Angré 7ème Tranche"
41,BATITEC-CI,Entreprise de construction,"5,0 (1)",+225 56686875,https://batitec-ci.business.site/?utm_source=gmb&utm_medium=referral,01 BP 1162 ABJ 01
42,BUREAU EBOMAF ABIDJAN,Société de travaux publics,"3,9 (31)",+225 22414226,http://ebomaf.com/,26 BP 31 ABIDJAN 26
43,ABNIAH CI,Entreprise de construction,"4,3 (8)",+225 07 89 20 3030,http://www.abniah.com/,Av. Jean Mermoz
44,SCGGroup,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/SCGGroup/data=!4m7!3m6!1s0xfc193dc3c59a4ad:0x218174606af4d35!8m2!3d5.395362!4d-3.9555873!16s%2Fg%2F11k9fgw08d!19sChIJraRZPNyTwQ8RNU2vBkYXGAI?authuser=0&hl=fr&rclk=1,N/A,92WV+4QV
45,Bati-CI Group-plus,Entreprise de construction,N/A N/A,+225 27 21 5 41010,N/A,11 BPM 2901
46,Société Inter Africaine de Construction,Entreprise de construction,N/A N/A,+225 07411650,N/A,04 BP 56 Abidjan 04
47,Drabat Cote d'Ivoire SARL U,Entreprise de construction,"5,0 (1)",+225 05 05 28 1435,http://www.drabat-ci.com/,"Avenue 24, Rue 38 Non loin de Ecobank Abidjan Treichville"
48,AKOMEAH ENTREPRISE,Travaux généraux,"4,0 (1)",+225 07 09 75 9161,N/A,20 BP 1611
49,BATRA SARL,Entreprise de construction,N/A N/A,+225 07 07 18 0965,N/A,"22, 22 BP 909 ABIDJAN"
50,GROUPE ENTREPRISES MIENSHA INTER,Promoteur immobilier,N/A N/A,+225 21740314,N/A,infomienshainter@yahoo.com
51,2GE groupement de gestion des entreprises,Entreprise de confection,N/A N/A,+225 05 44 38 6811,N/A,"Siège Group NK, 20 BP 1420 ABIDJAN 20"
52,SIM Construction,Entreprise de construction,N/A N/A,+225 07 07 93 7317,N/A,06
53,GIBTP,Société de travaux publics,"4,2 (34)",+225 22437791,N/A,"gibtp@gibtp.org; Cocody Cité BAD lot 1606 Bonoumin 01 BP 464 Abidjan, 01"
54,Saf & Co,,N/A N/A,+225 05 04 50 8394,N/A,"Angré 9ème Tranche, CGK Cocody"
55,ENTREPRISES BRAVO,Assistance et services informatiques,N/A N/A,+225 01985710,https://entreprisesbravo.business.site/?utm_source=gmb&utm_medium=referral,13 BP 2441 ABIDJAN
56,ERAFILS,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/ERAFILS/data=!4m7!3m6!1s0xfc1eb696f12d969:0x3dd55899e7688f23!8m2!3d5.3599517!4d-4.0082563!16s%2Fg%2F11t2hwqfvy!19sChIJadkSb2nrwQ8RI49o55lY1T0?authuser=0&hl=fr&rclk=1,N/A,09 BP 675
57,Entreprise GRACE ESTHER,Entreprise de VRD,"1,0 (1)",+225 27 22 4 09451,N/A,92FW+949
58,Société Générale Construction Côte d'Ivoire (SGC-CI),Entreprise de construction,"4,0 (1)",+225 23464797,N/A,"9X5R+XMQ, BP"
59,BASE FORIV SARL,Entreprise de construction,N/A N/A,+225 48106343,N/A,20 BP 10430 aBIDJAN 20
60,Les entreprises njiki,Agence commerciale,N/A N/A,+225 08292708,https://les-entreprises-njiki.business.site/,05bp1986 abj 05
61,Société de construction et de gestion,Entreprise de construction,"5,0 (2)",+225 59806722,http://www.socoges.ci/,9X7P+F7W
62,NOUVELLE COMET,Entrepreneur spécialisé en mécanique,N/A N/A,+225 27 23 4 52821,https://nouvelle-comet.business.site/?utm_source=gmb&utm_medium=referral,23 BP 1159 Abidjan 23
63,AFRIQBTP-SA,Constructeur immobilier,N/A N/A,+225 56877541,N/A,01 BP 12060 ABIDJAN 01
64,ENTREPRISE COULIBALY TRAVAUX,Société de travaux publics,"5,0 (1)",+225 07 77 37 7592,N/A,"09, 09 BP 2759 ABIDJAN"
65,LES ENTREPRISES NIABA,Imprimeur numérique,N/A N/A,+225 05 95 31 9884,N/A,"11, 11 bp 1127 Abidjan"
66,TSC-GROUP sarl,Entreprise de construction,"4,0 (2)",+225 06055780,N/A,8WQQ+F5G
67,"GROUPE INTERNATIONAL D'INGENIERIE, DE PRESTATIONS DE SERVICES ET DE GESTION",Services aux entreprises,"5,0 (1)",+225 21766978,N/A,12 BP 1607 ABIDJAN 21
68,Étanchéité Côte d’Ivoire - Étanchéité Abidjan - Construction Générale & Rénovation 🇨🇮 🐘,Entreprise de construction,"5,0 (2)",+33 7 84 97 72 27,https://instagram.com/etancheite_cote_divoire?igshid=YmMyMTA2M2Y=,"Immeuble Amirale Lot 1336 Îlot 8, 01 01BP 830"
69,AQUILA ENTREPRISES,Magasin de fournitures de bureau,N/A N/A,N/A,https://aquila-entreprises.business.site/?utm_source=gmb&utm_medium=referral,10 BP 1171 ABIDJAN 10
70,ALUSÛR CI,Entreprise de construction,"5,0 (2)",+225 05 66 24 4500,https://alusurci.wixsite.com/alusurci,"Pk22, Autoroute du Nord"
71,EITPD,Entreprise de construction,N/A N/A,+225 07 49 75 8583,N/A,9W58+33R
72,Artemis Construction & Travaux,Société de travaux publics,"3,7 (17)",+225 22469037,http://artemisconstruction-ci.com/,82XC+G9W
73,SOROUBAT INTERNATIONAL,Société de travaux publics,N/A N/A,+225 27 22 5 10820,N/A,"Rue K18, vers urbain foot, II plateaux"
74,CÉNÔ GROUP INVEST,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/C%C3%89N%C3%94+GROUP+INVEST/data=!4m7!3m6!1s0xfc1c11051b34111:0x209540895f46a26c!8m2!3d5.3413389!4d-4.1198413!16s%2Fg%2F11jspp8khp!19sChIJEUGzURDBwQ8RbKJGX4lAlSA?authuser=0&hl=fr&rclk=1,N/A,2 extension
75,Logisma,Société de travaux publics,N/A N/A,+225 27 21 5 97175,http://www.logisma.ci/,06 BP 1728
76,LA ROUTE AFRICAINE,Société de travaux publics,"4,0 (90)",+225 22500909,http://www.larouteafricaine.com/,"2 Plateaux 9ème Tranche voie de la Djibi, immeuble CGK, 1er étage"
77,Groupe SICA,Constructeur immobilier,"5,0 (1)",+225 07 09 88 3293,https://www.sica.ci/,"2100, 2100 BP 05"
78,ArtGenix Btp et Services,Société de travaux publics,N/A N/A,+225 07 59 54 0258,https://artgenix-services.business.site/?utm_source=gmb&utm_medium=referral,+225
79,Hazal Atar Sarl,Fabricant de briques,N/A N/A,+225 05 04 01 9998,N/A,92XM+JQX
80,GEBACO Abidjan,Société de travaux publics,N/A N/A,https://www.google.com/maps/place/GEBACO+Abidjan/data=!4m7!3m6!1s0xfc1ebad9b6657f3:0x96e0fbe8ae0f15e5!8m2!3d5.3599517!4d-4.0082563!16s%2Fg%2F11j2yztfrz!19sChIJ81dmm63rwQ8R5RUPruj74JY?authuser=0&hl=fr&rclk=1,N/A,"04, 04 BP 609"
81,Egtsd sarl,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/Egtsd+sarl/data=!4m7!3m6!1s0xfc1c14e8cd15d11:0xc5495685d1c6ab79!8m2!3d5.3541596!4d-4.0951038!16s%2Fg%2F11rv0hvvst!19sChIJEV3RjE7BwQ8ReavG0YVWScU?authuser=0&hl=fr&rclk=1,N/A,9W33+MX6
82,États unis,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/%C3%89tats+unis/data=!4m7!3m6!1s0xfc1eb54af3e5711:0x7534cf302fdd5b5e!8m2!3d5.3599517!4d-4.0082563!16s%2Fg%2F11sv6rvtxg!19sChIJEVc-r1TrwQ8RXlvdLzDPNHU?authuser=0&hl=fr&rclk=1,N/A,9X5R+XMQ
83,SONACO,Entreprise de packaging,"4,1 (13)",+225 27 23 5 15200,http://www.rossmann.com/fr-fr/Le-Groupe/Implantations/SONACO,"01, Z.I Yopougon 01 BP 1119 Abidjan"
84,ENDOLA ENTREPRISES,Agence e-commerce,N/A N/A,+225 07 06 32 9186,N/A,bp01
85,DM COMPANY,Électricien,N/A N/A,+225 27 21 2 80472,http://www.dmc-ci.com/,11 BP 1381 ABIDJAN 11
86,Groupe service industriel Africa Abidjan,Constructeur immobilier,"3,5 (2)",+225 25 20 0 02296,N/A,Cocody 2 plateau adjien derrière le terrain de las palmas
87,SOTACI,Fabricant d'armatures,"4,0 (175)",+225 27 23 5 15454,http://www.sotaci.com/,"12BP2747, ABIDJAN - YOPOUGON ZI"
88,SMART ENTREPRISE SMD,Service de transport,N/A N/A,+225 07 58 02 6857,https://smart-entreprise-smd.business.site/?utm_source=gmb&utm_medium=referral,25 BP 1765 Abidjan 25
89,UBIFOC-GROUP,Société de travaux publics,"5,0 (2)",+225 27 23 4 66213,N/A,30 BP 531 Abidjan 30 RCI Yopougon Cité Aboulaye Diallo Abidjan
90,FMEIB SERVICE,Société de travaux publics,N/A N/A,+225 07 08 07 5721,N/A,"16, 16 BP 387 Abidjan"
91,sogebat,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/sogebat/data=!4m7!3m6!1s0xfc1ebd51abf8801:0xd9b9949b859bebd!8m2!3d5.3599517!4d-4.0082563!16s%2Fg%2F11kpy2hl3p!19sChIJAYi_GtXrwQ8Rvb5ZuEmZmw0?authuser=0&hl=fr&rclk=1,N/A,09 BP 601
92,LAVNET,Service de nettoyage et d'entretien,"4,4 (19)",+225 05 76 83 5764,https://lavnet.business.site/,"15, Rue J47 II Plateaux (15BP437 ABIDJAN"
93,Entreprise Générale de Construction en Côte d’Ivoire,Promoteur immobilier,N/A N/A,+225 27 22 5 17933,http://www.egc-ci.com/,"Angré carrefour les oscars, Bd des Martyrs"
94,TFC service,Constructeur immobilier,N/A N/A,+225 05 45 54 1161,N/A,9X5R+XMQ
95,KOUAD AFRIQUE SERVICES,,N/A N/A,+225 07 09 56 2443,N/A,225
96,SACS ABIDJAN,Promoteur immobilier,"4,1 (8)",+225 77777737,N/A,2 plateaux rue chanterelles
97,Cimet-ci sarl,Constructeur immobilier,"4,7 (6)",+225 07 87 04 0420,https://cimet-ci-sarl.business.site/?utm_source=gmb&utm_medium=referral,23 Bp 2101 Abidjan 23
98,Cendre Entreprises Groupe,Entrepreneur,N/A N/A,+225 07 77 59 9747,N/A,+225 07 77 59 9747
99,CHRIST BENEDICTE CONSTRUTION,Entreprise de construction,N/A N/A,+225 58135829,N/A,01BP730ABIDJAN01
100,SICDM HOLDING,Constructeur immobilier,N/A N/A,+225 25 21 0 02801,N/A,10 BP 3325 ABIDJAN 10
101,2I-TRA SARL,Société de travaux publics,"4,3 (4)",+225 22522104,N/A,"92J4+8H5, Bd des Martyrs"
102,CI AFRIQUE,,"1,0 (1)",+225 07 07 60 3636,N/A,+225 07 07 60 3636
103,SIFCO Sarl,Promoteur immobilier,N/A N/A,+225 07 99 37 0663,N/A,"10, 10 BP 1752 ABIDJAN"
104,KOKOJOO.Afrique,Entreprise de l'agroalimentaire,N/A N/A,https://www.google.com/maps/place/KOKOJOO.Afrique/data=!4m7!3m6!1s0xfc1eb1a6977db59:0xa686679634e0069!8m2!3d5.3296208!4d-4.0240358!16s%2Fg%2F11pdxv_pxt!19sChIJWdt3aRrrwQ8RaQBOY3lmaAo?authuser=0&hl=fr&rclk=1,N/A,"8XHG+R9W, Bd Carde"
105,SONITRA CI,Société de travaux publics,"4,1 (53)",+225 27 20 3 05858,N/A,01 BP 2609 Abidjan 01
106,SETABS ENGINEERING SARL,Entreprise de construction,N/A N/A,+225 27 22 2 67982,N/A,20 BP 1456 Abidjan 20 II Plateaux Mobile
107,2I-CI SA,Constructeur immobilier,N/A N/A,+225 27 23 4 85353,https://2ici-sa.com/,01 BP 111 CEDEX Abidjan 01
108,RCR Côte d’Ivoire S.à.r.l.,Entreprise de construction,"5,0 (1)",+212 661-440440,https://www.rcrindustrialflooring.es/empresas/rcr-cte-divoire-srl,"Bâtiment XL, 6ème et 7ème étages - Angle Rue Dr. Crozet et Bd de la République Abidjan"
109,SODECAF,Constructeur immobilier,"4,0 (1)",+225 22433148,http://www.sodecaf.com/,06 BP 1462 Abidjan 06
110,Abdul service froid,Constructeur immobilier,N/A N/A,+225 01 73 03 6272,N/A,03 bp 231 Abidjan 03 Abidjan adjamé Dallas en face de la mairie
111,AFRICK CONTRACTOR Group,Promoteur immobilier,"4,1 (13)",+225 21240461,N/A,"5°23'42. 3°58'25.9""W, Avenue de la Côte d'Ivoire"
112,COGENIE BATIMENT,Constructeur immobilier,N/A N/A,+225 06010003,https://cogenie-batiment.business.site/?utm_source=gmb&utm_medium=referral,bp 31 abidjan
113,CSCEC CI,Entreprise de construction,N/A N/A,https://www.google.com/maps/place/CSCEC+CI/data=!4m7!3m6!1s0xfc1ebe32c053d7b:0xce8e7164a3ddfcb9!8m2!3d5.3387894!4d-3.994421!16s%2Fg%2F11sdf__507!19sChIJez0FLOPrwQ8Rufzdo2Rxjs4?authuser=0&hl=fr&rclk=1,N/A,82Q4+G68
114,SANOGO GROUP CONSTRUCTION,Société de travaux publics,N/A N/A,+225 07 00 88 9889,N/A,02 BP 483 Abidjan 02 Abidjan
115,"AZK CONSTRUCTION COTE D'IVOIRE, SARL",Société de travaux publics,N/A N/A,"https://www.google.com/maps/place/AZK+CONSTRUCTION+COTE+D%27IVOIRE,+SARL/data=!4m7!3m6!1s0xfc1eba8dced8927:0x78228187bfb07cc9!8m2!3d5.3599517!4d-4.0082563!16s%2Fg%2F11qfzgpzbb!19sChIJJ4nt3KjrwQ8RyXywv4eBIng?authuser=0&hl=fr&rclk=1",N/A,01 BP 7418 ABIDJAN 01
116,2PROBAT-AFRICA,Entreprise de construction,N/A N/A,+225 07 79 83 7778,https://2probat-africa.business.site/?utm_source=gmb&utm_medium=referral,"07, 07 BP 255 Abidjan"
117,ARTHUR CORPORATION,Société de travaux publics,N/A N/A,+225 07 49 41 4107,https://arthurcorporation.business.site/?utm_source=gmb&utm_medium=referral,15 bp 745 abidjan 15
118,ITMSBTP,Entreprise de construction,"5,0 (1)",+225 07 58 10 7743,N/A,+225 07 58 10 7743
119,ALOTRAVO-CI,Constructeur immobilier,N/A N/A,+225 07 48 55 6151,https://web.facebook.com/entreprisealotravo,"21, 21 BP 4821 ABIDJAN"
120,Born to Build,Société de travaux publics,N/A N/A,+225 48275111,N/A,"Plateau Immeuble SCIA 9,3e étage, porte 31 barré, 25 BP 1752 Abidjan 25"
