index,name,activity,celebrity_indice,phone_number,web_site,adresse
56,Tekof Promo Mode,Agence de mannequins,"4,7 (121)",https://www.google.com/maps/place/Tekof+Promo+Mode/data=!4m7!3m6!1s0x102357f8aa3fd14d:0x9bcb6eefdc4f1a66!8m2!3d6.3578006!4d2.3720916!16s%2Fg%2F11n5d51c6f!19sChIJTdE_qvhXIxARZhpP3O9uy5s?authuser=0&hl=fr&rclk=1,N/A,non loin de l'église céleste Adonaï
57,Agence Dekart,Agence artistique,"3,6 (12)",https://www.google.com/maps/place/Agence+Dekart/data=!4m7!3m6!1s0x102355d8e7d768d5:0x30af615179d56d3e!8m2!3d6.3741899!4d2.3832706!16s%2Fg%2F11c6qrn3q3!19sChIJ1WjX59hVIxARPm3VeVFhrzA?authuser=0&hl=fr&rclk=1,N/A,"99FM+M8C, BTECH SPACE COWORKING, Casse-Auto"
58,Bénin Fashion Institut,Agence de mannequins,"5,0 (24)",https://www.google.com/maps/place/B%C3%A9nin+Fashion+Institut/data=!4m7!3m6!1s0x102357e5d425bf3d:0x18b35060a7a265b3!8m2!3d6.3908743!4d2.3812849!16s%2Fg%2F11h5_t_h7d!19sChIJPb8l1OVXIxARs2Wip2BQsxg?authuser=0&hl=fr&rclk=1,N/A,Rue 2864
59,ANPAC,Agence de mannequins,"4,2 (6)",https://www.google.com/maps/place/ANPAC/data=!4m7!3m6!1s0x1023571e47663d49:0xa33abc6750a0f21e!8m2!3d6.3889009!4d2.3609678!16s%2Fg%2F11nn19h_j5!19sChIJST1mRx5XIxARHvKgUGe8OqM?authuser=0&hl=fr&rclk=1,N/A,N/A
60,Jawuntaa Bénin,Agence de publicité,"4,4 (49)",https://www.google.com/maps/place/Jawuntaa+B%C3%A9nin/data=!4m7!3m6!1s0x103cab4420f598af:0x80b25e23866ac123!8m2!3d6.3645656!4d2.4236045!16s%2Fg%2F11gh95d2y9!19sChIJr5j1IESrPBARI8FqhiNesoA?authuser=0&hl=fr&rclk=1,N/A,N/A
61,Elit Arts,Agence de publicité,"5,0 (7)",https://www.google.com/maps/place/Elit+Arts/data=!4m7!3m6!1s0x1023558e72150a7f:0x924edd509564cafc!8m2!3d6.3834757!4d2.4277274!16s%2Fg%2F11rstc4yzt!19sChIJfwoVco5VIxAR_MpklVDdTpI?authuser=0&hl=fr&rclk=1,N/A,"Rue 520, lot 1017"
62,ici c’est cotonou,Agence artistique,"5,0 (2)",https://www.google.com/maps/place/ici+c%E2%80%99est+cotonou/data=!4m7!3m6!1s0x103cab57f8235c2b:0xbe9b1c2cf2872ed1!8m2!3d6.3779498!4d2.4781565!16s%2Fg%2F11rqn_qknp!19sChIJK1wj-FerPBAR0S6H8iwcm74?authuser=0&hl=fr&rclk=1,N/A,"Avontru, Cotonou, Benin Akpakpa"
63,New Tendance Group,Agence artistique,"5,0 (2)",https://www.google.com/maps/place/New+Tendance+Group/data=!4m7!3m6!1s0x1023568888e30e31:0x6ac97e17c07f8c3!8m2!3d6.3568792!4d2.3706398!16s%2Fg%2F11gb3tgcpy!19sChIJMQ7jiIhWIxARw_gHfOGXrAY?authuser=0&hl=fr&rclk=1,N/A,"994C+Q72, Rue 2341"
64,MOIREI MODELS,Agence artistique,"5,0 (19)",https://www.google.com/maps/place/MOIREI+MODELS/data=!4m7!3m6!1s0x103cabb268b32ea5:0xcec536cad1673f90!8m2!3d6.3676329!4d2.5205168!16s%2Fg%2F11qys97y5g!19sChIJpS6zaLKrPBARkD9n0co2xc4?authuser=0&hl=fr&rclk=1,N/A,9G9C+362
65,La cave du peintre,Agence artistique,"5,0 (1)",https://www.google.com/maps/place/La+cave+du+peintre/data=!4m7!3m6!1s0x10235569a1270953:0x920273b1fc66d06f!8m2!3d6.3745312!4d2.3909787!16s%2Fg%2F11sbwqz_1p!19sChIJUwknoWlVIxARb9Bm_LFzApI?authuser=0&hl=fr&rclk=1,N/A,N/A
66,atelierpaon,Agence de design,"4,8 (28)",https://www.google.com/maps/place/atelierpaon/data=!4m7!3m6!1s0x102354e184d187af:0xd80fae573a7e4397!8m2!3d6.3572371!4d2.4365424!16s%2Fg%2F11b77fy524!19sChIJr4fRhOFUIxARl0N-OleuD9g?authuser=0&hl=fr&rclk=1,N/A,01 BP 1798 30 Rue 5.119
67,FEAX Sarl,Agence artistique,"4,5 (2)",https://www.google.com/maps/place/FEAX+Sarl/data=!4m7!3m6!1s0x1023560e98c30cfb:0xc38da0897d1b42d3!8m2!3d6.3761217!4d2.3410825!16s%2Fg%2F11c706_mmx!19sChIJ-wzDmA5WIxAR00IbfYmgjcM?authuser=0&hl=fr&rclk=1,N/A,"Godomey, Fignohou"
68,3Bars Empire,Agence artistique,"5,0 (2)",https://www.google.com/maps/place/3Bars+Empire/data=!4m7!3m6!1s0x1023543655555555:0x7ba914b71a2f87e8!8m2!3d6.3563037!4d2.3927633!16s%2Fg%2F11csr2gjf3!19sChIJVVVVVTZUIxAR6IcvGrcUqXs?authuser=0&hl=fr&rclk=1,N/A,"Rue 374, Cotonou, Benin Lot M4 Les Cocotiers Bp1450"
69,Mamlaka Design,Agence artistique,"4,0 (1)",https://www.google.com/maps/place/Mamlaka+Design/data=!4m7!3m6!1s0x102355d00735d1a5:0xa62ccb2e42eb9d14!8m2!3d6.3702026!4d2.3909102!16s%2Fg%2F11c5rmcfkn!19sChIJpdE1B9BVIxARFJ3rQi7LLKY?authuser=0&hl=fr&rclk=1,N/A,Rue 2381
70,Atileb'arts,Agence artistique,"5,0 (1)",https://www.google.com/maps/place/Atileb%27arts/data=!4m7!3m6!1s0x102357250ac9ff31:0x9eadb0c6c8adf12d!8m2!3d6.3543003!4d2.3446393!16s%2Fg%2F11ptrwv201!19sChIJMf_JCiVXIxARLfGtyMawrZ4?authuser=0&hl=fr&rclk=1,N/A,Fiyegnon 2 Lot 3554 / C3550
71,Artisttik Africa,Centre culturel,"4,0 (133)",https://www.google.com/maps/place/Artisttik+Africa/data=!4m7!3m6!1s0x1023566d7d9c6001:0x7061f62f9848b2db!8m2!3d6.378806!4d2.3714542!16s%2Fg%2F11dftpgr2q!19sChIJAWCcfW1WIxAR27JImC_2YXA?authuser=0&hl=fr&rclk=1,N/A,99HC+GHG
72,KINI-KINI Bénin,Agence de publicité,"4,2 (33)",https://www.google.com/maps/place/KINI-KINI+B%C3%A9nin/data=!4m7!3m6!1s0x103caaff4a714829:0x6892ec98da55afd9!8m2!3d6.3642469!4d2.4987758!16s%2Fg%2F11g8xj0smd!19sChIJKUhxSv-qPBAR2a9V2pjskmg?authuser=0&hl=fr&rclk=1,N/A,9F7X+MGR
73,bekeer&josrel collection,Agence de mannequins,"5,0 (2)",https://www.google.com/maps/place/bekeer%26josrel+collection/data=!4m7!3m6!1s0x10235518ee19f7cb:0x778a40a4ee0b11fd!8m2!3d6.3919577!4d2.443547!16s%2Fg%2F11fpkxcfj9!19sChIJy_cZ7hhVIxAR_REL7qRAinc?authuser=0&hl=fr&rclk=1,N/A,9CRV+QCM akpakpa
74,Golf Fashion,Agence de mannequins,"4,5 (2)",https://www.google.com/maps/place/Golf+Fashion/data=!4m7!3m6!1s0x10235575630fff65:0x9522dbee0630776f!8m2!3d6.3919218!4d2.4005836!16s%2Fg%2F11qh5j959f!19sChIJZf8PY3VVIxARb3cwBu7bIpU?authuser=0&hl=fr&rclk=1,N/A,9CR2+Q68
75,Institut Artisanal Local d’Orientation (IALO),Consultant,"4,3 (3)",https://www.google.com/maps/place/Institut+Artisanal+Local+d%E2%80%99Orientation+%28IALO%29/data=!4m7!3m6!1s0x1023560855555567:0x37b04634b788125d!8m2!3d6.3889969!4d2.3789279!16s%2Fg%2F11cktgw23k!19sChIJZ1VVVQhWIxARXRKItzRGsDc?authuser=0&hl=fr&rclk=1,N/A,071 pb: 464
76,NoLimit Models Agence,Agence de mannequins,"5,0 (4)",https://www.google.com/maps/place/NoLimit+Models+Agence/data=!4m7!3m6!1s0x1023575615d24fcb:0xf70ae308dc2baa6d!8m2!3d6.3711809!4d2.3448825!16s%2Fg%2F11h8bmsydq!19sChIJy0_SFVZXIxARbaor3AjjCvc?authuser=0&hl=fr&rclk=1,N/A,N/A
77,uniQ Agency,Agence artistique,N/A N/A,https://www.google.com/maps/place/uniQ+Agency/data=!4m7!3m6!1s0x10235780d43e908f:0x926aa9ed6321af49!8m2!3d6.3650891!4d2.3665549!16s%2Fg%2F11tds4m65g!19sChIJj5A-1IBXIxARSa8hY-2papI?authuser=0&hl=fr&rclk=1,N/A,9988+2JM
78,Entrepreneuriat digital et la vente directe par coomerative,Agence artistique,N/A N/A,https://www.google.com/maps/place/Entrepreneuriat+digital+et+la+vente+directe+par+coomerative/data=!4m7!3m6!1s0x1023552f9150bc0b:0xe0145a25aa3e9a09!8m2!3d6.3702928!4d2.3912362!16s%2Fg%2F11tf66dscd!19sChIJC7xQkS9VIxARCZo-qiVaFOA?authuser=0&hl=fr&rclk=1,N/A,Pk10 von en face de l'ancien commissariat Cotonou
79,Impact Sound,Agence artistique,N/A N/A,https://www.google.com/maps/place/Impact+Sound/data=!4m7!3m6!1s0x10235531b94a0dbb:0x766c7b5b38fba206!8m2!3d6.3702928!4d2.3912362!16s%2Fg%2F11mxw_hcqn!19sChIJuw1KuTFVIxARBqL7OFt7bHY?authuser=0&hl=fr&rclk=1,N/A,lot 749
80,ADJINANKOU GROUP | Agence de Communication au Bénin,Agence de publicité,"4,8 (5)",https://www.google.com/maps/place/ADJINANKOU+GROUP+%7C+Agence+de+Communication+au+B%C3%A9nin/data=!4m7!3m6!1s0x102355df55b353fd:0x9cf6fd211856e5b1!8m2!3d6.3711789!4d2.4423497!16s%2Fg%2F11g3bf7q09!19sChIJ_VOzVd9VIxARseVWGCH99pw?authuser=0&hl=fr&rclk=1,N/A,N/A
81,DD Style Africa,Agence de mannequins,N/A N/A,https://www.google.com/maps/place/DD+Style+Africa/data=!4m7!3m6!1s0x1023571229a0fd19:0x7d369480d730f1d0!8m2!3d6.3730626!4d2.3536519!16s%2Fg%2F11tj_25hgq!19sChIJGf2gKRJXIxAR0PEw14CUNn0?authuser=0&hl=fr&rclk=1,N/A,229
82,Angels Models Management,Agence de mannequins,"1,0 (1)",https://www.google.com/maps/place/Angels+Models+Management/data=!4m7!3m6!1s0x10235530c93cbca1:0xb4d459b66d45bb03!8m2!3d6.374285!4d2.3836574!16s%2Fg%2F11qz_slmsq!19sChIJobw8yTBVIxARA7tFbbZZ1LQ?authuser=0&hl=fr&rclk=1,N/A,99FM+PF7
83,Butterfly Concept Benin,Graphiste,"3,8 (11)",https://www.google.com/maps/place/Butterfly+Concept+Benin/data=!4m7!3m6!1s0x102354352c176a89:0xaad922a60d9ac8d1!8m2!3d6.3593724!4d2.3990066!16s%2Fg%2F11b6glf6cp!19sChIJiWoXLDVUIxAR0ciaDaYi2ao?authuser=0&hl=fr&rclk=1,N/A,995X+PJR
84,Babatoundé Maxime AKIYO Ets,Agence artistique,N/A N/A,https://www.google.com/maps/place/Babatound%C3%A9+Maxime+AKIYO+Ets/data=!4m7!3m6!1s0x475085400a74487:0x4496a9bc4a2418e0!8m2!3d6.4150506!4d2.2791339!16s%2Fg%2F11s4ttwkkq!19sChIJh0SnAFQIdQQR4BgkSryplkQ?authuser=0&hl=fr&rclk=1,N/A,N/A
85,"Hall des Arts, Loisirs et Sports",Salle de spectacles,"3,8 (1 445)","https://www.google.com/maps/place/Hall+des+Arts,+Loisirs+et+Sports/data=!4m7!3m6!1s0x102355aaa4b532b7:0xb5f141149ee7771!8m2!3d6.3602874!4d2.4201073!16s%2Fg%2F1tpb83b2!19sChIJtzK1pKpVIxARcXfuSREUXws?authuser=0&hl=fr&rclk=1",N/A,Boulevard Saint Michel
86,Angels Models Management,Agence de mannequins,"4,0 (1)",https://www.google.com/maps/place/Angels+Models+Management/data=!4m7!3m6!1s0x60fdc52626855853:0x26f4bc53b72e15ab!8m2!3d13.4698446!4d137.4248914!16s%2Fg%2F11rq9rw78h!19sChIJU1iFJibF_WARqxUut1O89CY?authuser=0&hl=fr&rclk=1,N/A,N/A
87,uniQ Agency,Agence artistique,N/A N/A,https://www.google.com/maps/place/uniQ+Agency/data=!4m7!3m6!1s0x102357cd3e4aa505:0x1bea1d4a028ba15c!8m2!3d6.35471!4d2.3375724!16s%2Fg%2F11jsq19k82!19sChIJBaVKPs1XIxARXKGLAkod6hs?authuser=0&hl=fr&rclk=1,N/A,983Q+V2P
88,PEKIN SARL,Agence immobilière,"4,4 (17)",https://www.google.com/maps/place/PEKIN+SARL/data=!4m7!3m6!1s0x102355980675c50b:0xc6af1159f7d489f6!8m2!3d6.3811585!4d2.4115148!16s%2Fg%2F11c0rlqgjx!19sChIJC8V1BphVIxAR9onU91kRr8Y?authuser=0&hl=fr&rclk=1,N/A,N/A
89,STUDIO 75,Agence de design,"5,0 (1)",https://www.google.com/maps/place/STUDIO+75/data=!4m7!3m6!1s0x1023558da9ad77f9:0x4172d669a109e0da!8m2!3d6.3755947!4d2.390556!16s%2Fg%2F11rptr0dcl!19sChIJ-XetqY1VIxAR2uAJoWnWckE?authuser=0&hl=fr&rclk=1,N/A,clcam vedoko
90,In'Spiritus,Agence artistique,N/A N/A,https://www.google.com/maps/place/In%27Spiritus/data=!4m7!3m6!1s0x1023576928190123:0x40513ce64433685e!8m2!3d6.3706117!4d2.3565798!16s%2Fg%2F11qz7g7rzq!19sChIJIwEZKGlXIxARXmgzROY8UUA?authuser=0&hl=fr&rclk=1,N/A,99C4+6JW
