index,name,activity,celebrity_indice,phone_number,web_site,adresse
94,OMANI Chocolaterie Pâtisserie,Artisan chocolatier,"4,3 (134)",https://www.google.com/maps/place/OMANI+Chocolaterie+P%C3%A2tisserie/data=!4m7!3m6!1s0x10235433e3862bed:0x15cfffb39dd213cd!8m2!3d6.3546439!4d2.3954227!16s%2Fg%2F11c5_z5bqm!19sChIJ7SuG4zNUIxARzRPSnbP_zxU?authuser=0&hl=fr&rclk=1,N/A,Lot GT9 les Cocotiers 08BP785
95,Sefinap Corporation,Pâtisseries,N/A N/A,https://www.google.com/maps/place/Sefinap+Corporation/data=!4m7!3m6!1s0x10235543ec66a483:0x40511237e65f0c34!8m2!3d6.3681969!4d2.4256857!16s%2Fg%2F11k46q5pq_!19sChIJg6Rm7ENVIxARNAxf5jcSUUA?authuser=0&hl=fr&rclk=1,N/A,08 BP 285
96,SWEET & PRECIOUS BY SHINGA,Chocolatier,"5,0 (1)",https://www.google.com/maps/place/SWEET+%26+PRECIOUS+BY+SHINGA/data=!4m7!3m6!1s0x10235506b6c23c4b:0x8f6f90ede0542de4!8m2!3d6.3567116!4d2.3956761!16s%2Fg%2F11k03gc9qb!19sChIJSzzCtgZVIxAR5C1U4O2Qb48?authuser=0&hl=fr&rclk=1,N/A,"994W+M7M, Rue 954B"
97,Art Gourmet by ha,Pâtisseries,"4,1 (33)",https://www.google.com/maps/place/Art+Gourmet+by+ha/data=!4m7!3m6!1s0x1023555507762fb1:0x58989e78c1631f24!8m2!3d6.3637046!4d2.4225863!16s%2Fg%2F11ll9d655f!19sChIJsS92B1VVIxARJB9jwXiemFg?authuser=0&hl=fr&rclk=1,N/A,Ilot 542 - Quartier
98,CITRONNELLE JAK / PATISSERIE BOULANGERIE,Pâtisseries,"5,0 (3)",https://www.google.com/maps/place/CITRONNELLE+JAK+%2F+PATISSERIE+BOULANGERIE/data=!4m7!3m6!1s0x1023556d892694b3:0x898b9a797d2ba7db!8m2!3d6.362833!4d2.4569248!16s%2Fg%2F11j0285j3b!19sChIJs5QmiW1VIxAR26crfXmai4k?authuser=0&hl=fr&rclk=1,N/A,"9F74+4QM, Rue 1682B"
99,La Franciscaine,Pâtisseries,N/A N/A,https://www.google.com/maps/place/La+Franciscaine/data=!4m7!3m6!1s0x103cab25137627cb:0x7d10a598b2f05c47!8m2!3d6.3873715!4d2.4608503!16s%2Fg%2F11ftkdhtry!19sChIJyyd2EyWrPBARR1zwspilEH0?authuser=0&hl=fr&rclk=1,N/A,"9FP6+W8X, Rue 1661"
100,Tôfi doux,Magasin de bonbons,"4,0 (2)",https://www.google.com/maps/place/T%C3%B4fi+doux/data=!4m7!3m6!1s0x1023579291e2c3dd:0x231dfc768aaf7acc!8m2!3d6.360582!4d2.3775606!16s%2Fg%2F11fvvh490g!19sChIJ3cPikZJXIxARzHqvinb8HSM?authuser=0&hl=fr&rclk=1,N/A,996H+62M
101,Délices de Fleur,Pâtisserie,N/A N/A,https://www.google.com/maps/place/D%C3%A9lices+de+Fleur/data=!4m7!3m6!1s0x102355f7f12aa1d5:0x3ea4de2c53c17dc8!8m2!3d6.3675067!4d2.402821!16s%2Fg%2F11khrmrk_c!19sChIJ1aEq8fdVIxARyH3BUyzepD4?authuser=0&hl=fr&rclk=1,N/A,444
102,VIVI PÂTISSERIE,Pâtisseries,N/A N/A,https://www.google.com/maps/place/VIVI+P%C3%82TISSERIE/data=!4m7!3m6!1s0x1023559f20574589:0x3778826766b57f9!8m2!3d6.367045!4d2.3918693!16s%2Fg%2F11n0wtp_qd!19sChIJiUVXIJ9VIxAR-VdrdiaIdwM?authuser=0&hl=fr&rclk=1,N/A,998R+RP9
103,Comptoirs des Délices,Pâtisserie,"5,0 (1)",https://www.google.com/maps/place/Comptoirs+des+D%C3%A9lices/data=!4m7!3m6!1s0x102355ff660aa3a3:0x55656807d54a5cd9!8m2!3d6.3693097!4d2.3925813!16s%2Fg%2F11fls6w901!19sChIJo6MKZv9VIxAR2VxK1QdoZVU?authuser=0&hl=fr&rclk=1,N/A,Cité de la Francophonie HOUEHIHO LOT T3 Cotonou Bénin
104,Dada Gâteau pâtisserie,Pâtisserie,"4,8 (9)",https://www.google.com/maps/place/Dada+G%C3%A2teau+p%C3%A2tisserie/data=!4m7!3m6!1s0x102357f9fa555231:0x59428492647f3f5e!8m2!3d6.3782235!4d2.3601494!16s%2Fg%2F11pzk50g85!19sChIJMVJV-vlXIxARXj9_ZJKEQlk?authuser=0&hl=fr&rclk=1,N/A,Rue 13.407
105,Fruity potluck,Épicerie fine,"4,8 (5)",https://www.google.com/maps/place/Fruity+potluck/data=!4m7!3m6!1s0x1023552463ef0007:0x469bf72472eee2c3!8m2!3d6.3702928!4d2.3912362!16s%2Fg%2F11t49y7v6x!19sChIJBwDvYyRVIxARw-LuciT3m0Y?authuser=0&hl=fr&rclk=1,N/A,N/A
106,ASSANA FOOD - Pâtisserie Glacerie,Pâtisseries,"3,5 (2)",https://www.google.com/maps/place/ASSANA+FOOD+-+P%C3%A2tisserie+Glacerie/data=!4m7!3m6!1s0x102355116b020a11:0x2470dab96faf7206!8m2!3d6.3693436!4d2.428532!16s%2Fg%2F11mbmzgsvb!19sChIJEQoCaxFVIxARBnKvb7nacCQ?authuser=0&hl=fr&rclk=1,N/A,"9C9H+PCM, Rue 504"
107,Délices de Nyora,Pâtisseries,"4,3 (32)",https://www.google.com/maps/place/D%C3%A9lices+de+Nyora/data=!4m7!3m6!1s0x102355ac92ed3eb3:0x78ed20ba4ffffc8f!8m2!3d6.3537335!4d2.3988115!16s%2Fg%2F11j0bw1dz6!19sChIJsz7tkqxVIxARj_z_T7og7Xg?authuser=0&hl=fr&rclk=1,N/A,"trésor public, trésor public, Carré 7007-12 cocotiers. Route de l'aéroport en face du"
108,Les Petites douceurs d'Anna,Pâtisserie,N/A N/A,https://www.google.com/maps/place/Les+Petites+douceurs+d%27Anna/data=!4m7!3m6!1s0x102355ca49d36d5d:0x5ed909af96add131!8m2!3d6.3658358!4d2.3862366!16s%2Fg%2F11ss1kwrm9!19sChIJXW3TScpVIxARMdGtlq8J2V4?authuser=0&hl=fr&rclk=1,N/A,444
109,Pâtisserie Abatan,Pâtisseries,N/A N/A,https://www.google.com/maps/place/P%C3%A2tisserie+Abatan/data=!4m7!3m6!1s0x102355b82b76deed:0xaee2b4f70fffebb2!8m2!3d6.3544484!4d2.3634765!16s%2Fg%2F11np3m3ths!19sChIJ7d52K7hVIxARsuv_D_e04q4?authuser=0&hl=fr&rclk=1,N/A,142
110,Pâtisserie CITRONNELLE - Camp Guezo,Pâtisseries,"4,0 (33)",https://www.google.com/maps/place/P%C3%A2tisserie+CITRONNELLE+-+Camp+Guezo/data=!4m7!3m6!1s0x102354543ccfa675:0x338e3f37cbb08725!8m2!3d6.3548947!4d2.4173702!16s%2Fg%2F11c2kw0xhq!19sChIJdabPPFRUIxARJYewyzc_jjM?authuser=0&hl=fr&rclk=1,N/A,9C38+XW5
111,L'écrin,Pâtisseries,"4,9 (7)",https://www.google.com/maps/place/L%27%C3%A9crin/data=!4m7!3m6!1s0x10235559b27723e3:0x762850a1fe869de2!8m2!3d6.3568914!4d2.4001172!16s%2Fg%2F11t9jn2cdg!19sChIJ4yN3sllVIxAR4p2G_qFQKHY?authuser=0&hl=fr&rclk=1,N/A,229 97247026
112,Plaisirs gourmands,Pâtisseries,N/A N/A,https://www.google.com/maps/place/Plaisirs+gourmands/data=!4m7!3m6!1s0x103cabdacb94fa47:0xa30c8b9058b42a77!8m2!3d6.369613!4d2.4886174!16s%2Fg%2F11jywnn24s!19sChIJR_qUy9qrPBARdyq0WJCLDKM?authuser=0&hl=fr&rclk=1,N/A,06BP3597
113,Chocolaterie Folake,Chocolatier,N/A N/A,https://www.google.com/maps/place/Chocolaterie+Folake/data=!4m7!3m6!1s0x1024a90bb6daf965:0x8f15d80ac5a112c2!8m2!3d6.4503024!4d2.3468195!16s%2Fg%2F11p5llmhvh!19sChIJZfnatgupJBARwhKhxQrYFY8?authuser=0&hl=fr&rclk=1,N/A,BP 2009
114,Leglacier,Pâtisserie,"4,7 (3)",https://www.google.com/maps/place/Leglacier/data=!4m7!3m6!1s0x1023552c007f8bb9:0xf071a67f7ee72cc5!8m2!3d6.3713765!4d2.3941358!16s%2Fg%2F11h_dh69f_!19sChIJuYt_ACxVIxARxSznfn-mcfA?authuser=0&hl=fr&rclk=1,N/A,"Lot 1346, parcelle F, houeyiho 2, Cotonou"
